locus_tag	ftype	length_bp	gene	EC_number	COG	product
MEIMHKMB_01194	CDS	570				hypothetical protein
MEIMHKMB_01195	CDS	384	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
MEIMHKMB_01196	CDS	198				hypothetical protein
MEIMHKMB_01197	CDS	600				hypothetical protein
MEIMHKMB_01198	CDS	387	queH_1	1.17.99.6		Epoxyqueuosine reductase QueH
MEIMHKMB_01199	CDS	420	queH_2	1.17.99.6		Epoxyqueuosine reductase QueH
MEIMHKMB_01200	CDS	387				hypothetical protein
MEIMHKMB_01201	CDS	516				hypothetical protein
MEIMHKMB_01202	CDS	1377				hypothetical protein
MEIMHKMB_01203	CDS	306				hypothetical protein
MEIMHKMB_01204	CDS	279				hypothetical protein
MEIMHKMB_01205	CDS	402	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
MEIMHKMB_01206	CDS	489				hypothetical protein
MEIMHKMB_01207	CDS	609				hypothetical protein
MEIMHKMB_01208	CDS	837	ppnKA	2.7.1.23	COG0061	NAD kinase 1
MEIMHKMB_01209	CDS	633	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
MEIMHKMB_01210	CDS	894	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
MEIMHKMB_01211	CDS	1356	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
MEIMHKMB_01212	CDS	1131	cdaR		COG4856	CdaA regulatory protein CdaR
MEIMHKMB_01213	CDS	864	dacA	2.7.7.85	COG1624	Diadenylate cyclase
MEIMHKMB_01214	CDS	1404				hypothetical protein
MEIMHKMB_01215	CDS	891	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
MEIMHKMB_01216	CDS	831	tagU_2	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
MEIMHKMB_01217	CDS	1857				hypothetical protein
MEIMHKMB_01218	CDS	1482	rhaR_3			HTH-type transcriptional activator RhaR
MEIMHKMB_01219	CDS	1728				hypothetical protein
MEIMHKMB_01220	CDS	627				hypothetical protein
MEIMHKMB_01221	CDS	2283				hypothetical protein
MEIMHKMB_01222	CDS	1455				hypothetical protein
MEIMHKMB_01223	CDS	885	araQ_3		COG0395	L-arabinose transport system permease protein AraQ
MEIMHKMB_01224	CDS	957	yteP		COG4209	putative multiple-sugar transport system permease YteP
MEIMHKMB_01225	CDS	861	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
MEIMHKMB_01226	CDS	1410	gmuD_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
MEIMHKMB_01227	CDS	426	mhqR		COG1846	HTH-type transcriptional regulator MhqR
MEIMHKMB_01228	CDS	306	ytcD		COG1733	putative HTH-type transcriptional regulator YtcD
MEIMHKMB_01229	CDS	930	metAA	2.3.1.31		Homoserine O-acetyltransferase
MEIMHKMB_01230	CDS	1356				hypothetical protein
MEIMHKMB_01231	CDS	1140	nahK	2.7.1.162		N-acetylhexosamine 1-kinase
MEIMHKMB_01232	CDS	924				hypothetical protein
MEIMHKMB_01233	CDS	90				hypothetical protein
MEIMHKMB_01234	CDS	648	pcp	3.4.19.3		Pyrrolidone-carboxylate peptidase
MEIMHKMB_01235	CDS	930				hypothetical protein
MEIMHKMB_01236	CDS	696				hypothetical protein
MEIMHKMB_01237	CDS	210				hypothetical protein
MEIMHKMB_01238	CDS	864				hypothetical protein
MEIMHKMB_01239	CDS	1086	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
MEIMHKMB_01240	CDS	969				hypothetical protein
MEIMHKMB_01241	CDS	174				hypothetical protein
MEIMHKMB_01242	CDS	1089	ddl	6.3.2.4		D-alanine--D-alanine ligase
MEIMHKMB_01243	CDS	750				hypothetical protein
MEIMHKMB_01244	CDS	573	lemA_2		COG1704	Protein LemA
MEIMHKMB_01245	CDS	249	rpmE2		COG0254	50S ribosomal protein L31 type B
MEIMHKMB_01246	CDS	519				hypothetical protein
MEIMHKMB_01247	CDS	1440	proS	6.1.1.15	COG0442	Proline--tRNA ligase
MEIMHKMB_01248	CDS	603	spsB	3.4.21.89	COG0681	Signal peptidase IB
MEIMHKMB_01249	CDS	909				hypothetical protein
MEIMHKMB_01250	CDS	873				hypothetical protein
MEIMHKMB_01251	CDS	978				hypothetical protein
MEIMHKMB_01252	CDS	996	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
MEIMHKMB_01253	CDS	1371	glmU_3		COG1207	Bifunctional protein GlmU
MEIMHKMB_01254	CDS	876	purR_1		COG0503	Pur operon repressor
MEIMHKMB_01255	CDS	822	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
MEIMHKMB_01256	CDS	696	znuC	7.2.2.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
MEIMHKMB_01257	CDS	966	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
MEIMHKMB_01258	CDS	933	bcrA_2			Bacitracin transport ATP-binding protein BcrA
MEIMHKMB_01259	CDS	816				hypothetical protein
MEIMHKMB_01260	CDS	1305				hypothetical protein
MEIMHKMB_01261	CDS	474	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
MEIMHKMB_01262	CDS	1098	murA1_1	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
MEIMHKMB_01263	CDS	207	murA1_2	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
MEIMHKMB_01264	CDS	1020				hypothetical protein
MEIMHKMB_01265	CDS	351				hypothetical protein
MEIMHKMB_01266	CDS	483				hypothetical protein
MEIMHKMB_01267	CDS	210				hypothetical protein
MEIMHKMB_01268	CDS	411				hypothetical protein
MEIMHKMB_01269	CDS	294				hypothetical protein
MEIMHKMB_01270	CDS	231				hypothetical protein
MEIMHKMB_01271	CDS	246				hypothetical protein
MEIMHKMB_01272	CDS	222				hypothetical protein
MEIMHKMB_01273	CDS	339				hypothetical protein
MEIMHKMB_01274	CDS	114				hypothetical protein
MEIMHKMB_01275	CDS	396				hypothetical protein
MEIMHKMB_01276	CDS	1062				hypothetical protein
MEIMHKMB_01277	CDS	486				hypothetical protein
MEIMHKMB_01278	CDS	708				hypothetical protein
MEIMHKMB_01279	CDS	1773	bepE_1			Efflux pump membrane transporter BepE
MEIMHKMB_01280	CDS	444	bepE_2			Efflux pump membrane transporter BepE
MEIMHKMB_01281	CDS	462	bepG			Efflux pump membrane transporter BepG
MEIMHKMB_01282	CDS	258	bepE_3			Efflux pump membrane transporter BepE
MEIMHKMB_01283	CDS	2409	leuS	6.1.1.4		Leucine--tRNA ligase
MEIMHKMB_01284	CDS	3354	murJ_1			lipid II flippase MurJ
MEIMHKMB_01285	CDS	732	rluB_1	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
MEIMHKMB_01286	CDS	1410	pepV_2	3.4.13.-		Beta-Ala-Xaa dipeptidase
MEIMHKMB_01287	CDS	768		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
MEIMHKMB_01288	CDS	738	yokF	3.1.-.-	COG1525	SPbeta prophage-derived endonuclease YokF
MEIMHKMB_01289	CDS	546				hypothetical protein
MEIMHKMB_01290	CDS	1029	degA		COG1609	HTH-type transcriptional regulator DegA
MEIMHKMB_01291	CDS	1311	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
MEIMHKMB_01292	CDS	879	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
MEIMHKMB_01293	CDS	846	araQ_4		COG0395	L-arabinose transport system permease protein AraQ
MEIMHKMB_01294	CDS	1482				hypothetical protein
MEIMHKMB_01295	CDS	282				hypothetical protein
MEIMHKMB_01296	CDS	2088	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
MEIMHKMB_01297	CDS	1854	QRSL1	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial
MEIMHKMB_01298	CDS	1062	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
MEIMHKMB_01299	CDS	2427	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
MEIMHKMB_01300	CDS	531				hypothetical protein
MEIMHKMB_01301	CDS	1644		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
MEIMHKMB_01302	CDS	1335			COG2239	Magnesium transporter MgtE
MEIMHKMB_01303	CDS	885	folD		COG0190	Bifunctional protein FolD protein
MEIMHKMB_01304	CDS	1380	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
MEIMHKMB_01305	CDS	234	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
MEIMHKMB_01306	CDS	894		2.5.1.10		Farnesyl diphosphate synthase
MEIMHKMB_01307	CDS	816	tlyA		COG1189	Hemolysin A
MEIMHKMB_01308	CDS	1743	recN		COG0497	DNA repair protein RecN
MEIMHKMB_01309	CDS	753				hypothetical protein
MEIMHKMB_01310	CDS	972	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
MEIMHKMB_01311	CDS	1254	hflX			GTPase HflX
MEIMHKMB_01312	CDS	558	def	3.5.1.88	COG0242	Peptide deformylase
MEIMHKMB_01313	CDS	1674				hypothetical protein
MEIMHKMB_01314	CDS	681		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
MEIMHKMB_01315	CDS	582		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
MEIMHKMB_01316	CDS	870	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
MEIMHKMB_01317	CDS	228	ykuJ		COG4703	putative protein YkuJ
MEIMHKMB_01318	CDS	525				hypothetical protein
MEIMHKMB_01319	CDS	1113	yqeH		COG1161	putative protein YqeH
MEIMHKMB_01320	CDS	318			COG1534	RNA-binding protein
MEIMHKMB_01321	CDS	654	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
MEIMHKMB_01322	CDS	579				hypothetical protein
MEIMHKMB_01323	CDS	366	rsfS		COG0799	Ribosomal silencing factor RsfS
MEIMHKMB_01324	CDS	741	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MEIMHKMB_01325	CDS	1164	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
MEIMHKMB_01326	CDS	552				hypothetical protein
MEIMHKMB_01327	CDS	180	rpmF			50S ribosomal protein L32
MEIMHKMB_01328	CDS	597	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MEIMHKMB_01329	tRNA	73				tRNA-Lys(ctt)
MEIMHKMB_01330	CDS	1092	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
MEIMHKMB_01331	CDS	819	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
MEIMHKMB_01332	CDS	828	ydcV			Inner membrane ABC transporter permease protein YdcV
MEIMHKMB_01333	CDS	1074	potD_2		COG0687	Spermidine/putrescine-binding periplasmic protein
MEIMHKMB_01334	CDS	390				hypothetical protein
MEIMHKMB_01335	CDS	591				hypothetical protein
MEIMHKMB_01336	CDS	2370	pigC_1	6.4.-.-		Prodigiosin synthesizing transferase PigC
MEIMHKMB_01337	CDS	630				hypothetical protein
MEIMHKMB_01338	CDS	864	PSD2	4.1.1.65		Phosphatidylserine decarboxylase proenzyme 2
MEIMHKMB_01339	CDS	900				hypothetical protein
MEIMHKMB_01340	CDS	2475	pigC_2	6.4.-.-		Prodigiosin synthesizing transferase PigC
MEIMHKMB_01341	CDS	633				hypothetical protein
MEIMHKMB_01342	CDS	450				hypothetical protein
MEIMHKMB_01343	CDS	357				hypothetical protein
MEIMHKMB_01344	CDS	1932	amyX_1	3.2.1.41	COG1523	Pullulanase
MEIMHKMB_01345	CDS	333				hypothetical protein
MEIMHKMB_01346	CDS	1080	pepA	3.4.11.7	COG1363	Glutamyl aminopeptidase
MEIMHKMB_01347	CDS	630				hypothetical protein
MEIMHKMB_01348	CDS	849				hypothetical protein
MEIMHKMB_01349	CDS	1332	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
MEIMHKMB_01350	CDS	2643	polA	2.7.7.7		DNA polymerase I
MEIMHKMB_01351	CDS	879	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
MEIMHKMB_01352	CDS	354	coaE	2.7.1.24		Dephospho-CoA kinase
MEIMHKMB_01353	CDS	339				hypothetical protein
MEIMHKMB_01354	CDS	129				hypothetical protein
MEIMHKMB_01355	CDS	582				hypothetical protein
MEIMHKMB_01356	CDS	342				hypothetical protein
MEIMHKMB_01357	CDS	690	copR_1			Transcriptional activator protein CopR
MEIMHKMB_01358	CDS	642				hypothetical protein
MEIMHKMB_01359	CDS	606	resE	2.7.13.3		Sensor histidine kinase ResE
MEIMHKMB_01360	CDS	759	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
MEIMHKMB_01361	CDS	729	fucA	4.1.2.17		L-fuculose phosphate aldolase
MEIMHKMB_01362	CDS	1767	fucI	5.3.1.25	COG2407	L-fucose isomerase
MEIMHKMB_01363	CDS	309	ptcB_2	2.7.1.204	COG1440	PTS system galactose-specific EIIB component
MEIMHKMB_01364	CDS	378	ptcA		COG1447	PTS system cellobiose-specific EIIA component
MEIMHKMB_01365	CDS	1263	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MEIMHKMB_01366	CDS	258	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MEIMHKMB_01367	CDS	984	rbsC		COG1172	Ribose import permease protein RbsC
MEIMHKMB_01368	CDS	1062	alsB		COG1879	D-allose-binding periplasmic protein
MEIMHKMB_01369	CDS	1491	rhaB_2	2.7.1.5		Rhamnulokinase
MEIMHKMB_01370	CDS	429	fucU	5.1.3.29	COG4154	L-fucose mutarotase
MEIMHKMB_01371	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
MEIMHKMB_01372	CDS	855	metQ_1		COG1464	putative D-methionine-binding lipoprotein MetQ
MEIMHKMB_01373	CDS	714	mtnN_1	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
MEIMHKMB_01374	CDS	945				hypothetical protein
MEIMHKMB_01375	CDS	225				hypothetical protein
MEIMHKMB_01376	CDS	3933				hypothetical protein
MEIMHKMB_01377	CDS	2337				hypothetical protein
MEIMHKMB_01378	CDS	483	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
MEIMHKMB_01379	CDS	861				hypothetical protein
MEIMHKMB_01380	CDS	1119	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
MEIMHKMB_01381	CDS	837	pnuC			Nicotinamide riboside transporter PnuC
MEIMHKMB_01382	CDS	825				hypothetical protein
MEIMHKMB_01383	CDS	510				hypothetical protein
MEIMHKMB_01384	CDS	141				hypothetical protein
MEIMHKMB_01385	CDS	348				hypothetical protein
MEIMHKMB_01386	CDS	540				hypothetical protein
MEIMHKMB_01387	CDS	414				hypothetical protein
MEIMHKMB_01388	CDS	471				hypothetical protein
MEIMHKMB_01389	CDS	870				hypothetical protein
MEIMHKMB_01390	CDS	888	drrA	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
MEIMHKMB_01391	CDS	657				hypothetical protein
MEIMHKMB_01392	CDS	336				hypothetical protein
MEIMHKMB_01393	CDS	1509	dltA	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
MEIMHKMB_01394	CDS	1155				hypothetical protein
MEIMHKMB_01395	CDS	240	dltC		COG0236	D-alanyl carrier protein
MEIMHKMB_01396	CDS	1161	dltD		COG3966	Protein DltD
MEIMHKMB_01397	CDS	1905	pepO	3.4.24.-	COG3590	Neutral endopeptidase
MEIMHKMB_01398	CDS	999				hypothetical protein
MEIMHKMB_01399	CDS	492				hypothetical protein
MEIMHKMB_01400	CDS	612				hypothetical protein
MEIMHKMB_01401	CDS	831	ybbA		COG2819	putative protein YbbA
MEIMHKMB_01402	CDS	849	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
MEIMHKMB_01403	CDS	450				hypothetical protein
MEIMHKMB_01404	CDS	633				hypothetical protein
MEIMHKMB_01405	CDS	717	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
MEIMHKMB_01406	CDS	1839				hypothetical protein
MEIMHKMB_01407	CDS	978	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
MEIMHKMB_01408	CDS	792				hypothetical protein
MEIMHKMB_01409	CDS	501				hypothetical protein
MEIMHKMB_01410	CDS	162				hypothetical protein
MEIMHKMB_01411	CDS	204				hypothetical protein
MEIMHKMB_01412	CDS	423				hypothetical protein
MEIMHKMB_01413	CDS	447				hypothetical protein
MEIMHKMB_01414	CDS	231				hypothetical protein
MEIMHKMB_01415	CDS	225				hypothetical protein
MEIMHKMB_01416	CDS	1002				hypothetical protein
MEIMHKMB_01417	CDS	288				hypothetical protein
MEIMHKMB_01418	CDS	318				hypothetical protein
MEIMHKMB_01419	CDS	348				hypothetical protein
MEIMHKMB_01420	CDS	789				hypothetical protein
MEIMHKMB_01421	CDS	450				hypothetical protein
MEIMHKMB_01422	CDS	2367				hypothetical protein
MEIMHKMB_01423	CDS	261				hypothetical protein
MEIMHKMB_01424	CDS	4995				hypothetical protein
MEIMHKMB_01425	CDS	1746	topB	5.6.2.1	COG0550	DNA topoisomerase 3
MEIMHKMB_01426	CDS	1851	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
MEIMHKMB_01427	CDS	339				hypothetical protein
MEIMHKMB_01428	CDS	1077				hypothetical protein
MEIMHKMB_01429	CDS	720				hypothetical protein
MEIMHKMB_01430	CDS	2676				hypothetical protein
MEIMHKMB_01431	CDS	2223				hypothetical protein
MEIMHKMB_01432	CDS	438				Single-stranded DNA-binding protein
MEIMHKMB_01433	CDS	246				hypothetical protein
MEIMHKMB_01434	CDS	3129				hypothetical protein
MEIMHKMB_01435	CDS	108				hypothetical protein
MEIMHKMB_01436	CDS	396				hypothetical protein
MEIMHKMB_01437	CDS	2208				hypothetical protein
MEIMHKMB_01438	CDS	282	ligA_3	6.5.1.2		DNA ligase
MEIMHKMB_01439	CDS	309				hypothetical protein
MEIMHKMB_01440	CDS	648				hypothetical protein
MEIMHKMB_01441	CDS	1950				hypothetical protein
MEIMHKMB_01442	CDS	252				hypothetical protein
MEIMHKMB_01443	CDS	1347				hypothetical protein
MEIMHKMB_01444	CDS	591				hypothetical protein
MEIMHKMB_01445	CDS	819				hypothetical protein
MEIMHKMB_01446	CDS	276				hypothetical protein
MEIMHKMB_01447	CDS	219				hypothetical protein
MEIMHKMB_01448	CDS	327				hypothetical protein
MEIMHKMB_01449	CDS	1131				ISLre2 family transposase ISTeha1
MEIMHKMB_01450	CDS	129				hypothetical protein
MEIMHKMB_01451	CDS	138				hypothetical protein
MEIMHKMB_01452	CDS	501				hypothetical protein
MEIMHKMB_01453	CDS	249				hypothetical protein
MEIMHKMB_01454	CDS	213	rnhC_1	3.1.26.4		Ribonuclease HIII
MEIMHKMB_01455	CDS	534	rnhC_2	3.1.26.4	COG1039	Ribonuclease HIII
MEIMHKMB_01456	CDS	252	rnhC_3	3.1.26.4		Ribonuclease HIII
MEIMHKMB_01457	CDS	465				hypothetical protein
MEIMHKMB_01458	CDS	468	rpsD		COG0522	30S ribosomal protein S4
MEIMHKMB_01459	CDS	123				hypothetical protein
MEIMHKMB_01460	CDS	360	mtnN_2	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
MEIMHKMB_01461	CDS	360	mtnN_3	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
MEIMHKMB_01462	CDS	510				hypothetical protein
MEIMHKMB_01463	CDS	582	act	3.-.-.-		Methanol dehydrogenase activator
MEIMHKMB_01464	CDS	1032				hypothetical protein
MEIMHKMB_01465	CDS	1239				TelA-like protein
MEIMHKMB_01466	CDS	561				hypothetical protein
MEIMHKMB_01467	CDS	264				hypothetical protein
MEIMHKMB_01468	CDS	606				hypothetical protein
MEIMHKMB_01469	CDS	561				hypothetical protein
MEIMHKMB_01470	CDS	639				hypothetical protein
MEIMHKMB_01471	CDS	663				hypothetical protein
MEIMHKMB_01472	CDS	837	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
MEIMHKMB_01473	CDS	1641	ptsG_3	2.7.1.199		PTS system glucose-specific EIICBA component
MEIMHKMB_01474	CDS	1194	ackA	2.7.2.1	COG0282	Acetate kinase
MEIMHKMB_01475	CDS	930				hypothetical protein
MEIMHKMB_01476	CDS	357	crcB		COG0239	Putative fluoride ion transporter CrcB
MEIMHKMB_01477	CDS	201	cspL		COG1278	Cold shock protein 2
MEIMHKMB_01478	CDS	687	graR		COG0745	Response regulator protein GraR
MEIMHKMB_01479	CDS	993	graS	2.7.13.3		Sensor histidine kinase GraS
MEIMHKMB_01480	CDS	759	yxdL		COG1136	ABC transporter ATP-binding protein YxdL
MEIMHKMB_01481	CDS	2046	bceB		COG0577	Bacitracin export permease protein BceB
MEIMHKMB_01482	CDS	189				hypothetical protein
MEIMHKMB_01483	CDS	1212	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
MEIMHKMB_01484	CDS	1884				hypothetical protein
MEIMHKMB_01485	CDS	1347				hypothetical protein
MEIMHKMB_01486	CDS	315				hypothetical protein
MEIMHKMB_01487	CDS	144				hypothetical protein
MEIMHKMB_01488	CDS	309				hypothetical protein
MEIMHKMB_01489	CDS	417				hypothetical protein
MEIMHKMB_01490	CDS	351				hypothetical protein
MEIMHKMB_01491	CDS	2949				hypothetical protein
MEIMHKMB_01492	CDS	441				hypothetical protein
MEIMHKMB_01493	CDS	486	ptsG_4	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
MEIMHKMB_01494	CDS	186				hypothetical protein
MEIMHKMB_01495	CDS	591				hypothetical protein
MEIMHKMB_01496	CDS	1404	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
MEIMHKMB_01497	CDS	2175				hypothetical protein
MEIMHKMB_01498	CDS	228				hypothetical protein
MEIMHKMB_01499	CDS	834	fruA_2		COG1299	PTS system fructose-specific EIIABC component
MEIMHKMB_01500	CDS	456	fruA_3		COG1299	PTS system fructose-specific EIIABC component
MEIMHKMB_01501	CDS	114				hypothetical protein
MEIMHKMB_01502	CDS	435	lacC_1	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
MEIMHKMB_01503	CDS	162				hypothetical protein
MEIMHKMB_01504	CDS	618	murR_1			HTH-type transcriptional regulator MurR
MEIMHKMB_01505	CDS	1296				hypothetical protein
MEIMHKMB_01506	CDS	654			COG1136	putative ABC transporter ATP-binding protein
MEIMHKMB_01507	CDS	1380				hypothetical protein
MEIMHKMB_01508	CDS	657	walR_1		COG0745	Transcriptional regulatory protein WalR
MEIMHKMB_01509	CDS	573				hypothetical protein
MEIMHKMB_01510	CDS	483	senX3	2.7.13.3		Signal-transduction histidine kinase senX3
MEIMHKMB_01511	CDS	189				hypothetical protein
MEIMHKMB_01512	CDS	453				hypothetical protein
MEIMHKMB_01513	CDS	636	gph_2	3.1.3.18	COG0546	Phosphoglycolate phosphatase
MEIMHKMB_01514	CDS	396				hypothetical protein
MEIMHKMB_01515	CDS	684				hypothetical protein
MEIMHKMB_01516	CDS	300				hypothetical protein
MEIMHKMB_01517	CDS	411				hypothetical protein
MEIMHKMB_01518	CDS	201				hypothetical protein
MEIMHKMB_01519	rRNA	2596				23S ribosomal RNA
MEIMHKMB_01520	rRNA	1552				16S ribosomal RNA
MEIMHKMB_01521	CDS	1344	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
MEIMHKMB_01522	CDS	402	yugI_1		COG1098	General stress protein 13
MEIMHKMB_01523	CDS	585		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
MEIMHKMB_01524	CDS	489				hypothetical protein
MEIMHKMB_01525	CDS	1005	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
MEIMHKMB_01526	CDS	411	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
MEIMHKMB_01527	CDS	204				hypothetical protein
MEIMHKMB_01528	CDS	159	yutF_1	3.1.3.-	COG0647	Acid sugar phosphatase
MEIMHKMB_01529	CDS	624	yutF_2	3.1.3.-	COG0647	Acid sugar phosphatase
MEIMHKMB_01530	CDS	543				hypothetical protein
MEIMHKMB_01531	CDS	972	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
MEIMHKMB_01532	CDS	342				hypothetical protein
MEIMHKMB_01533	CDS	333				hypothetical protein
MEIMHKMB_01534	CDS	249				hypothetical protein
MEIMHKMB_01535	CDS	744	ltaE	4.1.2.48		Low specificity L-threonine aldolase
MEIMHKMB_01536	CDS	276				hypothetical protein
MEIMHKMB_01537	CDS	432	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
MEIMHKMB_01538	CDS	108				hypothetical protein
MEIMHKMB_01539	CDS	471				hypothetical protein
MEIMHKMB_01540	CDS	732	kynB	3.5.1.9		Kynurenine formamidase
MEIMHKMB_01541	CDS	531	satA	2.3.-.-		Streptothricin acetyltransferase A
MEIMHKMB_01542	CDS	249				hypothetical protein
MEIMHKMB_01543	CDS	333				hypothetical protein
MEIMHKMB_01544	CDS	738				hypothetical protein
MEIMHKMB_01545	CDS	633				hypothetical protein
MEIMHKMB_01546	CDS	636				hypothetical protein
MEIMHKMB_01547	CDS	2214				hypothetical protein
MEIMHKMB_01548	CDS	2367				hypothetical protein
MEIMHKMB_01549	CDS	570				hypothetical protein
MEIMHKMB_01550	CDS	366				hypothetical protein
MEIMHKMB_01551	CDS	843				hypothetical protein
MEIMHKMB_01552	CDS	660				hypothetical protein
MEIMHKMB_01553	CDS	1032	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
MEIMHKMB_01554	CDS	549				hypothetical protein
MEIMHKMB_01555	CDS	963				hypothetical protein
MEIMHKMB_01556	CDS	546				hypothetical protein
MEIMHKMB_01557	CDS	321				hypothetical protein
MEIMHKMB_01558	CDS	918				hypothetical protein
MEIMHKMB_01559	CDS	396				hypothetical protein
MEIMHKMB_01560	CDS	444	slyA			Transcriptional regulator SlyA
MEIMHKMB_01561	CDS	408				hypothetical protein
MEIMHKMB_01562	CDS	927				hypothetical protein
MEIMHKMB_01563	CDS	1095	hemH	4.99.1.1	COG0276	Ferrochelatase
MEIMHKMB_01564	CDS	273				hypothetical protein
MEIMHKMB_01565	CDS	798				hypothetical protein
MEIMHKMB_01566	CDS	675	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
MEIMHKMB_01567	CDS	645				hypothetical protein
MEIMHKMB_01568	CDS	552				hypothetical protein
MEIMHKMB_01569	CDS	168				hypothetical protein
MEIMHKMB_01570	CDS	435				hypothetical protein
MEIMHKMB_01571	CDS	576				hypothetical protein
MEIMHKMB_01572	CDS	669				hypothetical protein
MEIMHKMB_01573	CDS	378				hypothetical protein
MEIMHKMB_01574	CDS	303		2.1.1.-	COG2265	putative RNA methyltransferase
MEIMHKMB_01575	CDS	522				hypothetical protein
MEIMHKMB_01576	CDS	177				hypothetical protein
MEIMHKMB_01577	CDS	690				hypothetical protein
MEIMHKMB_01578	CDS	498				hypothetical protein
MEIMHKMB_01579	CDS	129				hypothetical protein
MEIMHKMB_01580	CDS	243	fni_1	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
