locus_tag	ftype	length_bp	gene	EC_number	COG	product
KIPHENGE_01112	CDS	1644		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
KIPHENGE_01113	CDS	531				hypothetical protein
KIPHENGE_01114	CDS	2427	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
KIPHENGE_01115	CDS	1062	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
KIPHENGE_01116	CDS	1854	QRSL1	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial
KIPHENGE_01117	CDS	2088	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
KIPHENGE_01118	CDS	282				hypothetical protein
KIPHENGE_01119	CDS	1482				hypothetical protein
KIPHENGE_01120	CDS	621	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
KIPHENGE_01121	CDS	219				hypothetical protein
KIPHENGE_01122	CDS	879	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
KIPHENGE_01123	CDS	1311	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
KIPHENGE_01124	CDS	1029	degA		COG1609	HTH-type transcriptional regulator DegA
KIPHENGE_01125	CDS	546				hypothetical protein
KIPHENGE_01126	CDS	738	yokF	3.1.-.-	COG1525	SPbeta prophage-derived endonuclease YokF
KIPHENGE_01127	CDS	768		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
KIPHENGE_01128	CDS	1410	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
KIPHENGE_01129	CDS	732	rluB_2	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
KIPHENGE_01130	CDS	2343	murJ			lipid II flippase MurJ
KIPHENGE_01131	CDS	987				hypothetical protein
KIPHENGE_01132	CDS	2409	leuS	6.1.1.4		Leucine--tRNA ligase
KIPHENGE_01133	CDS	2001		3.2.1.17		Muramidase-2
KIPHENGE_01134	CDS	570				hypothetical protein
KIPHENGE_01135	CDS	1182	metK	2.5.1.6		S-adenosylmethionine synthase
KIPHENGE_01136	CDS	801				hypothetical protein
KIPHENGE_01137	CDS	144				hypothetical protein
KIPHENGE_01138	CDS	384				hypothetical protein
KIPHENGE_01139	CDS	279				hypothetical protein
KIPHENGE_01140	CDS	216				hypothetical protein
KIPHENGE_01141	CDS	3765				hypothetical protein
KIPHENGE_01142	CDS	522				hypothetical protein
KIPHENGE_01143	CDS	627				hypothetical protein
KIPHENGE_01144	CDS	846			COG1307	DegV domain-containing protein
KIPHENGE_01145	CDS	1215		2.3.1.9		putative acetyl-CoA acyltransferase
KIPHENGE_01146	CDS	771	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
KIPHENGE_01147	CDS	771				hypothetical protein
KIPHENGE_01148	CDS	1815	uvrC		COG0322	UvrABC system protein C
KIPHENGE_01149	CDS	693				hypothetical protein
KIPHENGE_01150	CDS	1620	groL			60 kDa chaperonin
KIPHENGE_01151	CDS	198	groS			10 kDa chaperonin
KIPHENGE_01152	CDS	1233				hypothetical protein
KIPHENGE_01153	CDS	1944	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase 1
KIPHENGE_01154	CDS	981				hypothetical protein
KIPHENGE_01155	CDS	300				hypothetical protein
KIPHENGE_01156	CDS	1215				hypothetical protein
KIPHENGE_01157	CDS	1380				hypothetical protein
KIPHENGE_01158	CDS	1434	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
KIPHENGE_01159	CDS	1467	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
KIPHENGE_01160	CDS	297	gatC_1	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
KIPHENGE_01161	CDS	429				hypothetical protein
KIPHENGE_01162	CDS	807				hypothetical protein
KIPHENGE_01163	CDS	1494	ligA_1	6.5.1.2	COG0272	DNA ligase
KIPHENGE_01164	CDS	477	ligA_2	6.5.1.2	COG0272	DNA ligase
KIPHENGE_01165	CDS	2103	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
KIPHENGE_01166	CDS	312	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
KIPHENGE_01167	CDS	909	cysK	2.5.1.47		Cysteine synthase
KIPHENGE_01168	CDS	588	cysE	2.3.1.30	COG1045	Serine acetyltransferase
KIPHENGE_01169	CDS	597				hypothetical protein
KIPHENGE_01170	CDS	603				hypothetical protein
KIPHENGE_01171	CDS	1407	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
KIPHENGE_01172	CDS	897	lacZ_1	3.2.1.23		Beta-galactosidase
KIPHENGE_01173	CDS	780	lacZ_2	3.2.1.23		Beta-galactosidase
KIPHENGE_01174	CDS	4566				hypothetical protein
KIPHENGE_01175	CDS	831	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
KIPHENGE_01176	CDS	1089				hypothetical protein
KIPHENGE_01177	CDS	249				hypothetical protein
KIPHENGE_01178	CDS	627				hypothetical protein
KIPHENGE_01179	CDS	522				hypothetical protein
KIPHENGE_01180	CDS	465	tpiA_2			Triosephosphate isomerase
KIPHENGE_01181	CDS	216				hypothetical protein
KIPHENGE_01182	CDS	285				hypothetical protein
KIPHENGE_01183	CDS	1323	gatC_2		COG3775	PTS system galactitol-specific EIIC component
KIPHENGE_01184	CDS	468	gatA_2		COG1762	PTS system galactitol-specific EIIA component
KIPHENGE_01185	CDS	1959	manR_2		COG1762	Transcriptional regulator ManR
	repeat_region	2893				
KIPHENGE_01186	CDS	294	cas2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
KIPHENGE_01187	CDS	1026	cas1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
KIPHENGE_01188	CDS	306				hypothetical protein
KIPHENGE_01189	CDS	366				hypothetical protein
KIPHENGE_01190	CDS	843				hypothetical protein
KIPHENGE_01191	CDS	732				hypothetical protein
KIPHENGE_01192	CDS	1191				hypothetical protein
KIPHENGE_01193	CDS	498				hypothetical protein
KIPHENGE_01194	CDS	2436				hypothetical protein
KIPHENGE_01195	CDS	669				hypothetical protein
KIPHENGE_01196	CDS	588	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
KIPHENGE_01197	CDS	912				hypothetical protein
KIPHENGE_01198	CDS	909				hypothetical protein
KIPHENGE_01199	CDS	1176	galK_2	2.7.1.6	COG0153	Galactokinase
KIPHENGE_01200	CDS	1245	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
KIPHENGE_01201	CDS	1194	aspC	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
KIPHENGE_01202	CDS	1038				hypothetical protein
KIPHENGE_01203	CDS	1230	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
KIPHENGE_01204	CDS	693	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
KIPHENGE_01205	CDS	1812	pepF1_2	3.4.24.-		Oligoendopeptidase F, plasmid
KIPHENGE_01206	CDS	1107				hypothetical protein
KIPHENGE_01207	CDS	1476	xylB	2.7.1.17	COG1070	Xylulose kinase
KIPHENGE_01208	CDS	522		5.3.1.15		D-lyxose ketol-isomerase
KIPHENGE_01209	CDS	1092	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
KIPHENGE_01210	CDS	309	manP		COG1299	PTS system mannose-specific EIIBCA component
KIPHENGE_01211	CDS	873	fba	4.1.2.13		Fructose-bisphosphate aldolase
KIPHENGE_01212	CDS	252				hypothetical protein
KIPHENGE_01213	CDS	228				hypothetical protein
KIPHENGE_01214	CDS	1470	mtlR			Transcriptional regulator MtlR
KIPHENGE_01215	CDS	801	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
KIPHENGE_01216	CDS	1353	gatC_3		COG3775	PTS system galactitol-specific EIIC component
KIPHENGE_01217	CDS	279				hypothetical protein
KIPHENGE_01218	CDS	462				hypothetical protein
KIPHENGE_01219	CDS	852	licT		COG3711	Transcription antiterminator LicT
KIPHENGE_01220	CDS	1623	nfdA	3.5.1.91		N-substituted formamide deformylase
KIPHENGE_01221	CDS	1083	potD_2		COG0687	Spermidine/putrescine-binding periplasmic protein
KIPHENGE_01222	CDS	1179	tylCV	2.4.1.318		Demethyllactenocin mycarosyltransferase
KIPHENGE_01223	CDS	930	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
KIPHENGE_01224	CDS	1803	bga	3.2.1.23		Beta-galactosidase
KIPHENGE_01225	CDS	1365	celB		COG1455	PTS system cellobiose-specific EIIC component
KIPHENGE_01226	CDS	318	lacF_3			PTS system lactose-specific EIIA component
KIPHENGE_01227	CDS	318	ptcB	2.7.1.205	COG1440	PTS system cellobiose-specific EIIB component
KIPHENGE_01228	CDS	1188	nagC		COG1940	N-acetylglucosamine repressor
KIPHENGE_01229	CDS	900				hypothetical protein
KIPHENGE_01230	CDS	843	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
KIPHENGE_01231	CDS	822				hypothetical protein
KIPHENGE_01232	CDS	1224				hypothetical protein
KIPHENGE_01233	CDS	441				hypothetical protein
KIPHENGE_01234	CDS	402				hypothetical protein
KIPHENGE_01235	CDS	180				hypothetical protein
KIPHENGE_01236	CDS	99				hypothetical protein
KIPHENGE_01237	CDS	2340	agaA_3	3.2.1.22		Alpha-galactosidase AgaA
KIPHENGE_01238	CDS	828	araQ_3		COG0395	L-arabinose transport system permease protein AraQ
KIPHENGE_01239	CDS	897	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
KIPHENGE_01240	CDS	1263				hypothetical protein
KIPHENGE_01241	CDS	834	araC_2			Arabinose operon regulatory protein
KIPHENGE_01242	CDS	1245				hypothetical protein
KIPHENGE_01243	CDS	498				hypothetical protein
KIPHENGE_01244	CDS	111				hypothetical protein
KIPHENGE_01245	CDS	141				hypothetical protein
KIPHENGE_01246	CDS	846	steT		COG0531	Serine/threonine exchanger SteT
KIPHENGE_01247	CDS	1554	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
KIPHENGE_01248	CDS	819				hypothetical protein
KIPHENGE_01249	CDS	480	gph_1	3.1.3.18		Phosphoglycolate phosphatase
KIPHENGE_01250	CDS	120				hypothetical protein
KIPHENGE_01251	CDS	1050	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
KIPHENGE_01252	CDS	606				hypothetical protein
KIPHENGE_01253	CDS	387	queH_1	1.17.99.6		Epoxyqueuosine reductase QueH
KIPHENGE_01254	CDS	420	queH_2	1.17.99.6		Epoxyqueuosine reductase QueH
KIPHENGE_01255	CDS	387				hypothetical protein
KIPHENGE_01256	CDS	516				hypothetical protein
KIPHENGE_01257	CDS	1377				hypothetical protein
KIPHENGE_01258	CDS	306				hypothetical protein
KIPHENGE_01259	CDS	279				hypothetical protein
KIPHENGE_01260	CDS	402	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KIPHENGE_01261	CDS	489				hypothetical protein
KIPHENGE_01262	CDS	609				hypothetical protein
KIPHENGE_01263	CDS	837	ppnKA	2.7.1.23	COG0061	NAD kinase 1
KIPHENGE_01264	CDS	633	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
KIPHENGE_01265	CDS	894	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
KIPHENGE_01266	CDS	1356	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
KIPHENGE_01267	CDS	1131	cdaR		COG4856	CdaA regulatory protein CdaR
KIPHENGE_01268	CDS	864	dacA	2.7.7.85	COG1624	Diadenylate cyclase
KIPHENGE_01269	CDS	1404				hypothetical protein
KIPHENGE_01270	CDS	891	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
KIPHENGE_01271	CDS	831	tagU_3	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
KIPHENGE_01272	CDS	1857				hypothetical protein
KIPHENGE_01273	CDS	1482	rhaR_3			HTH-type transcriptional activator RhaR
KIPHENGE_01274	CDS	1728				hypothetical protein
KIPHENGE_01275	CDS	627				hypothetical protein
KIPHENGE_01276	CDS	2283				hypothetical protein
KIPHENGE_01277	CDS	1455				hypothetical protein
KIPHENGE_01278	CDS	921	araQ_4		COG0395	L-arabinose transport system permease protein AraQ
KIPHENGE_01279	CDS	957	yteP		COG4209	putative multiple-sugar transport system permease YteP
KIPHENGE_01280	CDS	759	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
KIPHENGE_01281	CDS	1410	gmuD	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
KIPHENGE_01282	CDS	1959				hypothetical protein
KIPHENGE_01283	CDS	330				hypothetical protein
KIPHENGE_01284	CDS	930	metAA	2.3.1.31		Homoserine O-acetyltransferase
KIPHENGE_01285	CDS	1083				hypothetical protein
KIPHENGE_01286	CDS	228				hypothetical protein
KIPHENGE_01287	CDS	1128	nahK	2.7.1.162		N-acetylhexosamine 1-kinase
KIPHENGE_01288	CDS	924				hypothetical protein
KIPHENGE_01289	CDS	249	yfdH	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
KIPHENGE_01290	CDS	675	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
KIPHENGE_01291	CDS	648	pcp	3.4.19.3		Pyrrolidone-carboxylate peptidase
KIPHENGE_01292	CDS	930				hypothetical protein
KIPHENGE_01293	CDS	696				hypothetical protein
KIPHENGE_01294	CDS	210				hypothetical protein
KIPHENGE_01295	CDS	864				hypothetical protein
KIPHENGE_01296	CDS	1086	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
KIPHENGE_01297	CDS	972				hypothetical protein
KIPHENGE_01298	CDS	1089	ddl	6.3.2.4		D-alanine--D-alanine ligase
KIPHENGE_01299	CDS	750				hypothetical protein
KIPHENGE_01300	CDS	573	lemA_2		COG1704	Protein LemA
KIPHENGE_01301	CDS	249	rpmE2		COG0254	50S ribosomal protein L31 type B
KIPHENGE_01302	CDS	519				hypothetical protein
KIPHENGE_01303	CDS	1440	proS	6.1.1.15	COG0442	Proline--tRNA ligase
KIPHENGE_01304	CDS	603	spsB	3.4.21.89	COG0681	Signal peptidase IB
KIPHENGE_01305	CDS	909				hypothetical protein
KIPHENGE_01306	CDS	873				hypothetical protein
KIPHENGE_01307	CDS	978				hypothetical protein
KIPHENGE_01308	CDS	996	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
KIPHENGE_01309	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
KIPHENGE_01310	CDS	876	purR		COG0503	Pur operon repressor
KIPHENGE_01311	CDS	822	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
KIPHENGE_01312	CDS	696	znuC	7.2.2.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
KIPHENGE_01313	CDS	966	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
KIPHENGE_01314	CDS	933	bcrA_1			Bacitracin transport ATP-binding protein BcrA
KIPHENGE_01315	CDS	816				hypothetical protein
KIPHENGE_01316	CDS	1305				hypothetical protein
KIPHENGE_01317	CDS	474	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
KIPHENGE_01318	CDS	1098	murA1_1	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
KIPHENGE_01319	CDS	207	murA1_2	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
KIPHENGE_01320	CDS	381				hypothetical protein
KIPHENGE_01321	CDS	981				hypothetical protein
KIPHENGE_01322	CDS	687				hypothetical protein
KIPHENGE_01323	CDS	945				hypothetical protein
KIPHENGE_01324	CDS	1977				hypothetical protein
KIPHENGE_01325	CDS	2775				hypothetical protein
KIPHENGE_01326	CDS	1278				hypothetical protein
KIPHENGE_01327	CDS	1173	sau3AIR	3.1.21.4		Type-2 restriction enzyme Sau3AI
KIPHENGE_01328	CDS	249				hypothetical protein
KIPHENGE_01329	CDS	1206				hypothetical protein
KIPHENGE_01330	CDS	840				hypothetical protein
KIPHENGE_01331	CDS	1185				hypothetical protein
KIPHENGE_01332	CDS	396				hypothetical protein
KIPHENGE_01333	CDS	198				hypothetical protein
KIPHENGE_01334	CDS	402				hypothetical protein
KIPHENGE_01335	CDS	1365				hypothetical protein
KIPHENGE_01336	CDS	1161	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
KIPHENGE_01337	CDS	699	srrA		COG0745	Transcriptional regulatory protein SrrA
KIPHENGE_01338	CDS	1479	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
KIPHENGE_01339	CDS	741				hypothetical protein
KIPHENGE_01340	CDS	1107	ychF		COG0012	Ribosome-binding ATPase YchF
KIPHENGE_01341	CDS	201				hypothetical protein
KIPHENGE_01342	CDS	894	spo0J		COG1475	Stage 0 sporulation protein J
KIPHENGE_01343	CDS	762	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
KIPHENGE_01344	CDS	723	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
KIPHENGE_01345	CDS	402	rplI			50S ribosomal protein L9
KIPHENGE_01346	CDS	2007	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
KIPHENGE_01347	CDS	246	rpsR		COG0238	30S ribosomal protein S18
KIPHENGE_01348	CDS	519	ssb		COG0629	Single-stranded DNA-binding protein
KIPHENGE_01349	CDS	300	rpsF		COG0360	30S ribosomal protein S6
KIPHENGE_01350	CDS	198				hypothetical protein
KIPHENGE_01351	CDS	732				hypothetical protein
KIPHENGE_01352	CDS	855		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
KIPHENGE_01353	CDS	1002				hypothetical protein
KIPHENGE_01354	CDS	726				hypothetical protein
KIPHENGE_01355	CDS	2517	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
KIPHENGE_01356	CDS	1923	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
KIPHENGE_01357	CDS	1155	recF		COG1195	DNA replication and repair protein RecF
KIPHENGE_01358	CDS	231				hypothetical protein
KIPHENGE_01359	CDS	1152	dnaN		COG0592	Beta sliding clamp
KIPHENGE_01360	CDS	1365	dnaA		COG0593	Chromosomal replication initiator protein DnaA
KIPHENGE_01361	CDS	135	rpmH_1			50S ribosomal protein L34
KIPHENGE_01362	CDS	663	yfkO	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YfkO
KIPHENGE_01363	CDS	861				hypothetical protein
KIPHENGE_01364	CDS	354				hypothetical protein
KIPHENGE_01365	CDS	360				hypothetical protein
KIPHENGE_01366	CDS	885	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KIPHENGE_01367	CDS	648	zinT		COG3443	Metal-binding protein ZinT
KIPHENGE_01368	CDS	348	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
KIPHENGE_01369	CDS	186				hypothetical protein
KIPHENGE_01370	CDS	582	misCA		COG0706	Membrane protein insertase MisCA
KIPHENGE_01371	CDS	816				hypothetical protein
KIPHENGE_01372	CDS	1512	treB		COG1263	PTS system trehalose-specific EIIBC component
KIPHENGE_01373	CDS	372	treA_1	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
KIPHENGE_01374	CDS	1344	treA_2	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
KIPHENGE_01375	CDS	1158				hypothetical protein
KIPHENGE_01376	CDS	720	treR		COG2188	HTH-type transcriptional regulator TreR
KIPHENGE_01377	CDS	1917	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
KIPHENGE_01378	CDS	435	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
KIPHENGE_01379	CDS	1383	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
KIPHENGE_01380	CDS	1392	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
KIPHENGE_01381	CDS	1458		3.2.1.98		Glucan 1,4-alpha-maltohexaosidase
KIPHENGE_01382	CDS	1113	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
KIPHENGE_01383	CDS	567	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
KIPHENGE_01384	CDS	1359	radA	3.6.4.-	COG1066	DNA repair protein RadA
KIPHENGE_01385	CDS	1119	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
KIPHENGE_01386	CDS	1473	gltX	6.1.1.17		Glutamate--tRNA ligase
KIPHENGE_01387	CDS	711	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
KIPHENGE_01388	CDS	360	cysS_1	6.1.1.16		Cysteine--tRNA ligase
KIPHENGE_01389	CDS	1080	cysS_2	6.1.1.16	COG0215	Cysteine--tRNA ligase
KIPHENGE_01390	CDS	396	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
KIPHENGE_01391	CDS	177				hypothetical protein
KIPHENGE_01392	CDS	555		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
KIPHENGE_01393	CDS	516				hypothetical protein
KIPHENGE_01394	CDS	627				hypothetical protein
KIPHENGE_01395	CDS	174	secE			Protein translocase subunit SecE
KIPHENGE_01396	CDS	498	ypjQ		COG1267	putative protein YpjQ
KIPHENGE_01397	CDS	198	nusG_1			Transcription termination/antitermination protein NusG
KIPHENGE_01398	CDS	330	nusG_2		COG0250	Transcription termination/antitermination protein NusG
KIPHENGE_01399	CDS	516				Uracil permease
KIPHENGE_01400	CDS	726	pyrP			Uracil permease
KIPHENGE_01401	CDS	426	rplK			50S ribosomal protein L11
KIPHENGE_01402	CDS	504	rplA			50S ribosomal protein L1
KIPHENGE_01403	CDS	501	rplJ			50S ribosomal protein L10
KIPHENGE_01404	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
KIPHENGE_01405	CDS	1599	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
KIPHENGE_01406	CDS	1398				hypothetical protein
KIPHENGE_01407	CDS	864	lipL	2.3.1.200	COG0095	Lipoyl-[GcvH]:protein N-lipoyltransferase
KIPHENGE_01408	CDS	435				hypothetical protein
KIPHENGE_01409	CDS	678	rpoE			DNA-directed RNA polymerase subunit delta
KIPHENGE_01410	CDS	1602	pyrG	6.3.4.2		CTP synthase
KIPHENGE_01411	CDS	858	iolJ	4.1.2.29	COG0191	6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase
KIPHENGE_01412	CDS	867	oatA_2	2.3.1.-		O-acetyltransferase OatA
KIPHENGE_01413	CDS	954				hypothetical protein
KIPHENGE_01414	CDS	717	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
KIPHENGE_01415	tRNA	73				tRNA-Lys(ttt)
KIPHENGE_01416	tRNA	73				tRNA-Thr(cgt)
KIPHENGE_01417	tRNA	72				tRNA-Gly(gcc)
KIPHENGE_01418	CDS	474				IS200/IS605 family transposase ISSpn6
KIPHENGE_01419	CDS	852	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
KIPHENGE_01420	CDS	951	gmuF_2	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
KIPHENGE_01421	CDS	612	rsmC_2	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
KIPHENGE_01422	CDS	423	iga_1	3.4.24.13		Immunoglobulin A1 protease
KIPHENGE_01423	CDS	2241				hypothetical protein
KIPHENGE_01424	CDS	1746	ebh			Extracellular matrix-binding protein ebh
KIPHENGE_01425	CDS	186				hypothetical protein
KIPHENGE_01426	CDS	4896				hypothetical protein
KIPHENGE_01427	CDS	702	iga_2	3.4.24.13		Immunoglobulin A1 protease
KIPHENGE_01428	CDS	1179				hypothetical protein
KIPHENGE_01429	CDS	447				hypothetical protein
KIPHENGE_01430	CDS	5097				hypothetical protein
KIPHENGE_01431	CDS	1101	psuK	2.7.1.83	COG0524	Pseudouridine kinase
KIPHENGE_01432	CDS	912	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
KIPHENGE_01433	CDS	624	zosA_1	3.6.3.-	COG2217	Zinc-transporting ATPase
KIPHENGE_01434	CDS	1269	zosA_2	3.6.3.-	COG2217	Zinc-transporting ATPase
KIPHENGE_01435	CDS	171				hypothetical protein
KIPHENGE_01436	CDS	933	pyrDA	1.3.98.1	COG0167	Dihydroorotate dehydrogenase A (fumarate)
KIPHENGE_01437	CDS	3693	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
KIPHENGE_01438	CDS	3636	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
KIPHENGE_01439	CDS	96				hypothetical protein
KIPHENGE_01440	CDS	741				hypothetical protein
KIPHENGE_01441	CDS	1509	lysS	6.1.1.6		Lysine--tRNA ligase
KIPHENGE_01442	CDS	837				hypothetical protein
KIPHENGE_01443	CDS	255				hypothetical protein
KIPHENGE_01444	CDS	723				hypothetical protein
KIPHENGE_01445	CDS	1008	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KIPHENGE_01446	CDS	1707				hypothetical protein
KIPHENGE_01447	CDS	2064				hypothetical protein
KIPHENGE_01448	CDS	678				hypothetical protein
KIPHENGE_01449	CDS	474				hypothetical protein
KIPHENGE_01450	CDS	285	yjdJ		COG2388	putative protein YjdJ
KIPHENGE_01451	CDS	519	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
KIPHENGE_01452	CDS	639				hypothetical protein
KIPHENGE_01453	CDS	414	rpsL		COG0048	30S ribosomal protein S12
KIPHENGE_01454	CDS	297	rpsG_1			30S ribosomal protein S7
KIPHENGE_01455	CDS	126	rpsG_2			30S ribosomal protein S7
KIPHENGE_01456	CDS	2091	fus			Elongation factor G
KIPHENGE_01457	CDS	1188	tuf			Elongation factor Tu
KIPHENGE_01458	CDS	723				hypothetical protein
KIPHENGE_01459	CDS	933	bcrA_2			Bacitracin transport ATP-binding protein BcrA
KIPHENGE_01460	CDS	747	glcR		COG1349	HTH-type transcriptional repressor GlcR
KIPHENGE_01461	CDS	918	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
KIPHENGE_01462	CDS	1947	fruA_2		COG1299	PTS system fructose-specific EIIABC component
KIPHENGE_01463	CDS	960	ldh	1.1.1.27	COG0039	L-lactate dehydrogenase
KIPHENGE_01464	CDS	561	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
KIPHENGE_01465	CDS	3552	mfd_3	3.6.4.-		Transcription-repair-coupling factor
KIPHENGE_01466	CDS	291				hypothetical protein
KIPHENGE_01467	CDS	366				hypothetical protein
KIPHENGE_01468	CDS	501	yugI		COG1098	General stress protein 13
KIPHENGE_01469	CDS	1464	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
KIPHENGE_01470	CDS	546	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
KIPHENGE_01471	CDS	2052	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
KIPHENGE_01472	CDS	912	hslO			33 kDa chaperonin
KIPHENGE_01473	CDS	1032	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
KIPHENGE_01474	CDS	1020	mglB		COG1879	D-galactose-binding periplasmic protein
KIPHENGE_01475	CDS	1035	mglC		COG4211	Galactoside transport system permease protein MglC
